year,business_id,personal_id,education_level,age,tenure,firm_entry_year,firm_exit_year,first_year_treatment,treatment,base_income
2012,109,193,high,33,8,2011,2017,2014,0,49020.736937966976
2013,109,193,high,34,9,2011,2017,2014,0,49881.008402197105
2014,109,193,high,35,10,2011,2017,2014,1,57854.17736573649
2015,109,193,high,36,11,2011,2017,2014,1,58726.38959890808
2016,109,193,high,37,12,2011,2017,2014,1,59617.23134586712
2017,109,193,high,38,13,2011,2017,2014,1,60307.58493829627
2011,109,194,high,38,7,2011,2017,2014,0,50120.529481931444
2012,109,194,high,39,8,2011,2017,2014,0,51214.26567318549
2013,109,194,high,40,9,2011,2017,2014,0,52130.425627294746
2014,109,194,high,41,10,2011,2017,2014,1,59766.1223282021
2015,109,194,high,42,11,2011,2017,2014,1,60768.52818187659
2016,109,194,high,43,12,2011,2017,2014,1,61857.19653675991
2017,109,194,high,44,13,2011,2017,2014,1,62578.196118659485
2011,109,195,medium,36,8,2011,2017,2014,0,44788.85092128749
2012,109,195,medium,37,9,2011,2017,2014,0,45844.18053290159
2013,109,195,medium,38,10,2011,2017,2014,0,46563.84226885566
2014,109,195,medium,39,11,2011,2017,2014,1,54449.52805898129
2015,109,195,medium,40,12,2011,2017,2014,1,55384.296330940735
2016,109,195,medium,41,13,2011,2017,2014,1,56485.341079789985
2017,109,195,medium,42,14,2011,2017,2014,1,57244.62018362895
2011,109,196,medium,39,9,2011,2017,2014,0,46101.908162777974
2012,109,196,medium,40,10,2011,2017,2014,0,46947.56400443184
2013,109,196,medium,41,11,2011,2017,2014,0,47953.88169281811
2014,109,196,medium,42,12,2011,2017,2014,1,55865.96997699308
2015,109,196,medium,43,13,2011,2017,2014,1,56592.68214905245
2016,109,196,medium,44,14,2011,2017,2014,1,57668.662819194615
2017,109,196,medium,45,15,2011,2017,2014,1,58484.88477133766
2011,109,197,medium,44,6,2011,2017,2014,0,47102.47986346286
2012,109,197,medium,45,7,2011,2017,2014,0,47911.57109970117
2013,109,197,medium,46,8,2011,2017,2014,0,48860.00179721711
2014,109,197,medium,47,9,2011,2017,2014,1,56696.98577347772
2015,109,197,medium,48,10,2011,2017,2014,1,57592.17818298837
2016,109,197,medium,49,11,2011,2017,2014,1,58637.709022042676
2017,109,197,medium,50,12,2011,2017,2014,1,59464.48834345569
2011,109,198,low,36,5,2011,2017,2014,0,39920.03623301376
2012,109,198,low,37,6,2011,2017,2014,0,41167.70526474884
2013,109,198,low,38,7,2011,2017,2014,0,41737.53449606841
2014,109,198,low,39,8,2011,2017,2014,1,49859.21029610193
2015,109,198,low,40,9,2011,2017,2014,1,50502.35363583782
2016,109,198,low,41,10,2011,2017,2014,1,51595.65023351678
2017,109,198,low,42,11,2011,2017,2014,1,52424.94396313813
2011,109,199,high,38,5,2011,2017,2014,0,49687.09432686416
2012,109,199,high,39,6,2011,2017,2014,0,50669.67423237657
2013,109,199,high,40,7,2011,2017,2014,0,51556.22598563293
2014,109,199,high,41,8,2011,2017,2014,1,59368.75348163179
2015,109,199,high,42,9,2011,2017,2014,1,60264.2261119213
2016,109,199,high,43,10,2011,2017,2014,1,61092.60857880056
2017,109,199,high,44,11,2011,2017,2014,1,62180.556438435706
2011,109,200,medium,39,9,2011,2017,2014,0,45974.61951729
2012,109,200,medium,40,10,2011,2017,2014,0,47000.39749565172
2013,109,200,medium,41,11,2011,2017,2014,0,47959.24779841207
2014,109,200,medium,42,12,2011,2017,2014,1,55820.805503182404
2015,109,200,medium,43,13,2011,2017,2014,1,56627.686870198275
2016,109,200,medium,44,14,2011,2017,2014,1,57690.88124113499
2017,109,200,medium,45,15,2011,2017,2014,1,58459.202852189876
2010,110,201,high,37,7,2010,2017,2011,0,49466.5839240995
2011,110,201,high,38,8,2010,2017,2011,1,57471.62724955467
2012,110,201,high,39,9,2010,2017,2011,1,58458.67973779847
2013,110,201,high,40,10,2010,2017,2011,1,59232.55856855899
2014,110,201,high,41,11,2010,2017,2011,1,60287.81824149703
2015,110,201,high,42,12,2010,2017,2011,1,61022.96739347823
2016,110,201,high,43,13,2010,2017,2011,1,61936.57868063145
2017,110,201,high,44,14,2010,2017,2011,1,62795.392098414675
2010,110,202,medium,25,7,2010,2017,2011,0,40468.370953690806
2011,110,202,medium,26,8,2010,2017,2011,1,48294.67574299108
2012,110,202,medium,27,9,2010,2017,2011,1,49102.0238052256
2013,110,202,medium,28,10,2010,2017,2011,1,50060.37896577189
2014,110,202,medium,29,11,2010,2017,2011,1,50692.8849012101
2015,110,202,medium,30,12,2010,2017,2011,1,51977.79723634666
2016,110,202,medium,31,13,2010,2017,2011,1,52782.92533605017
2017,110,202,medium,32,14,2010,2017,2011,1,53459.37618489901
2010,110,203,high,32,8,2010,2017,2011,0,47954.33185586759
2011,110,203,high,33,9,2010,2017,2011,1,55957.84059374424
2012,110,203,high,34,10,2010,2017,2011,1,56768.58292408952
2013,110,203,high,35,11,2010,2017,2011,1,57879.334932368605
2014,110,203,high,36,12,2010,2017,2011,1,58741.857288599116
2015,110,203,high,37,13,2010,2017,2011,1,59635.953594351784
2016,110,203,high,38,14,2010,2017,2011,1,60239.56530647853
2017,110,203,high,39,15,2010,2017,2011,1,61347.45415857931
2010,110,204,medium,36,7,2010,2017,2011,0,44180.238354939094
2011,110,204,medium,37,8,2010,2017,2011,1,52054.594554589545
2012,110,204,medium,38,9,2010,2017,2011,1,53008.48247188363
2013,110,204,medium,39,10,2010,2017,2011,1,53837.376179291394
2014,110,204,medium,40,11,2010,2017,2011,1,54871.52207329502
2015,110,204,medium,41,12,2010,2017,2011,1,55826.65513543378
2016,110,204,medium,42,13,2010,2017,2011,1,56718.03837384237
2017,110,204,medium,43,14,2010,2017,2011,1,57536.20887482885
2010,110,205,low,43,4,2010,2017,2011,0,42149.92396963335
2011,110,205,low,44,5,2010,2017,2011,1,49963.99751145005
2012,110,205,low,45,6,2010,2017,2011,1,50739.844179632746
2013,110,205,low,46,7,2010,2017,2011,1,51601.77277897985
2014,110,205,low,47,8,2010,2017,2011,1,52683.802716278195
2015,110,205,low,48,9,2010,2017,2011,1,53550.75806827627
2016,110,205,low,49,10,2010,2017,2011,1,54208.95727961758
2017,110,205,low,50,11,2010,2017,2011,1,55358.58213192288
2010,110,206,high,36,4,2010,2017,2011,0,48484.56264652761
2011,110,206,high,37,5,2010,2017,2011,1,56313.90884694066
2012,110,206,high,38,6,2010,2017,2011,1,57102.07941407593
2013,110,206,high,39,7,2010,2017,2011,1,58173.10838053022
2014,110,206,high,40,8,2010,2017,2011,1,59098.777241478005
2015,110,206,high,41,9,2010,2017,2011,1,60158.73276541102
2016,110,206,high,42,10,2010,2017,2011,1,60995.72338077487
2017,110,206,high,43,11,2010,2017,2011,1,61741.711327862395
2010,110,207,low,32,5,2010,2017,2011,0,38388.93423942197
2011,110,207,low,33,6,2010,2017,2011,1,46332.624942267284
2012,110,207,low,34,7,2010,2017,2011,1,47158.59573880172
2013,110,207,low,35,8,2010,2017,2011,1,47991.28458409688
2014,110,207,low,36,9,2010,2017,2011,1,48896.78275437566
2015,110,207,low,37,10,2010,2017,2011,1,49888.547307045694
2016,110,207,low,38,11,2010,2017,2011,1,50791.29805655251
2017,110,207,low,39,12,2010,2017,2011,1,51620.70453842365
2010,110,208,medium,32,8,2010,2017,2011,0,42838.08477949467
2011,110,208,medium,33,9,2010,2017,2011,1,50870.94772727087
2012,110,208,medium,34,10,2010,2017,2011,1,51961.96889216121
2013,110,208,medium,35,11,2010,2017,2011,1,52586.916200264415
2014,110,208,medium,36,12,2010,2017,2011,1,53818.41810163672
2015,110,208,medium,37,13,2010,2017,2011,1,54703.61572611385
2016,110,208,medium,38,14,2010,2017,2011,1,55504.109638193324
2017,110,208,medium,39,15,2010,2017,2011,1,56459.79310342286
2010,110,209,high,45,6,2010,2017,2011,0,52202.87746783589
2011,110,209,high,46,7,2010,2017,2011,1,60038.31268716338
2012,110,209,high,47,8,2010,2017,2011,1,60812.611088241145
2013,110,209,high,48,9,2010,2017,2011,1,61946.72729750617
2014,110,209,high,49,10,2010,2017,2011,1,62890.723001138365
2015,110,209,high,50,11,2010,2017,2011,1,63529.14094757577
2016,110,209,high,51,12,2010,2017,2011,1,64408.87449948303
2017,110,209,high,52,13,2010,2017,2011,1,65436.320309524264
2010,110,210,high,37,6,2010,2017,2011,0,49287.377540436355
2011,110,210,high,38,7,2010,2017,2011,1,57264.494924020546
2012,110,210,high,39,8,2010,2017,2011,1,58270.799403986035
2013,110,210,high,40,9,2010,2017,2011,1,58825.43295617275
2014,110,210,high,41,10,2010,2017,2011,1,60108.12719516191
2015,110,210,high,42,11,2010,2017,2011,1,60809.33315581231
2016,110,210,high,43,12,2010,2017,2011,1,61801.17789786505
2017,110,210,high,44,13,2010,2017,2011,1,62711.872583810444
2010,110,211,medium,36,5,2010,2017,2011,0,43823.53411541978
2011,110,211,medium,37,6,2010,2017,2011,1,51656.190810403
2012,110,211,medium,38,7,2010,2017,2011,1,52579.55606017867
2013,110,211,medium,39,8,2010,2017,2011,1,53478.90220506054
2014,110,211,medium,40,9,2010,2017,2011,1,54286.971719922054
2015,110,211,medium,41,10,2010,2017,2011,1,55074.19448085628
2016,110,211,medium,42,11,2010,2017,2011,1,56028.08141722348
2017,110,211,medium,43,12,2010,2017,2011,1,57039.57620205019
2010,110,212,medium,40,5,2010,2017,2011,0,45071.31933431036
2011,110,212,medium,41,6,2010,2017,2011,1,52971.55039276105
2012,110,212,medium,42,7,2010,2017,2011,1,54129.92510456862
2013,110,212,medium,43,8,2010,2017,2011,1,54935.88947966599
2014,110,212,medium,44,9,2010,2017,2011,1,55724.792403409
2015,110,212,medium,45,10,2010,2017,2011,1,56717.20349456555
2016,110,212,medium,46,11,2010,2017,2011,1,57507.97313944091
2017,110,212,medium,47,12,2010,2017,2011,1,58461.07234341865
2010,110,213,medium,25,7,2010,2017,2011,0,40444.16286484189
2011,110,213,medium,26,8,2010,2017,2011,1,48258.23940322281
2012,110,213,medium,27,9,2010,2017,2011,1,49131.47494524629
2013,110,213,medium,28,10,2010,2017,2011,1,50222.39318184685
2014,110,213,medium,29,11,2010,2017,2011,1,51061.41129671981
2015,110,213,medium,30,12,2010,2017,2011,1,51674.53891217073
2016,110,213,medium,31,13,2010,2017,2011,1,52733.186406996836
2017,110,213,medium,32,14,2010,2017,2011,1,53621.87275003056
2010,110,214,low,37,5,2010,2017,2011,0,40037.88619111876
2011,110,214,low,38,6,2010,2017,2011,1,48086.24022887589
2012,110,214,low,39,7,2010,2017,2011,1,48901.920596800366
2013,110,214,low,40,8,2010,2017,2011,1,49661.03703291444
2014,110,214,low,41,9,2010,2017,2011,1,50661.678516304135
2015,110,214,low,42,10,2010,2017,2011,1,51654.17376476162
2016,110,214,low,43,11,2010,2017,2011,1,52478.035498446625
2017,110,214,low,44,12,2010,2017,2011,1,53335.53240488365
2010,110,215,medium,50,5,2010,2017,2011,0,48683.12192787385
2011,110,215,medium,51,6,2010,2017,2011,1,56711.81924894391
2012,110,215,medium,52,7,2010,2017,2011,1,57496.14248329585
2013,110,215,medium,53,8,2010,2017,2011,1,58480.09415130317
2014,110,215,medium,54,9,2010,2017,2011,1,59192.23857821351
2015,110,215,medium,55,10,2010,2017,2011,1,60149.16378888759
2016,110,215,medium,56,11,2010,2017,2011,1,61047.144801546434
2017,110,215,medium,57,12,2010,2017,2011,1,61961.86790840677
2010,110,216,medium,31,6,2010,2017,2011,0,42294.05196063809
2011,110,216,medium,32,7,2010,2017,2011,1,50058.103087894524
2012,110,216,medium,33,8,2010,2017,2011,1,51114.73326855135
2013,110,216,medium,34,9,2010,2017,2011,1,51787.21140610448
2014,110,216,medium,35,10,2010,2017,2011,1,52716.42433374933
2015,110,216,medium,36,11,2010,2017,2011,1,53963.562610117326
2016,110,216,medium,37,12,2010,2017,2011,1,54598.98792605211
2017,110,216,medium,38,13,2010,2017,2011,1,55622.95193509862
2010,110,217,medium,52,7,2010,2017,2011,0,50019.82903924269
2011,110,217,medium,53,8,2010,2017,2011,1,57518.554392122154
2012,110,217,medium,54,9,2010,2017,2011,1,58762.62461801557
2013,110,217,medium,55,10,2010,2017,2011,1,59614.89436062593
2014,110,217,medium,56,11,2010,2017,2011,1,60614.0397280933
2015,110,217,medium,57,12,2010,2017,2011,1,61231.847683833534
2016,110,217,medium,58,13,2010,2017,2011,1,62395.12546569546
2017,110,217,medium,59,14,2010,2017,2011,1,63076.05855683973
2010,110,218,medium,50,5,2010,2017,2011,0,48755.47778142767
2011,110,218,medium,51,6,2010,2017,2011,1,56546.397896424554
2012,110,218,medium,52,7,2010,2017,2011,1,57527.076880643515
2013,110,218,medium,53,8,2010,2017,2011,1,58354.886918330514
2014,110,218,medium,54,9,2010,2017,2011,1,59066.05984158133
2015,110,218,medium,55,10,2010,2017,2011,1,59837.94559770562
2016,110,218,medium,56,11,2010,2017,2011,1,61070.99155339835
2017,110,218,medium,57,12,2010,2017,2011,1,61923.626496236866
2010,110,219,medium,29,5,2010,2017,2011,0,41339.82209514203
2011,110,219,medium,30,6,2010,2017,2011,1,49174.78465341564
2012,110,219,medium,31,7,2010,2017,2011,1,50301.80773827178
2013,110,219,medium,32,8,2010,2017,2011,1,51023.05371278283
2014,110,219,medium,33,9,2010,2017,2011,1,51855.30522724173
2015,110,219,medium,34,10,2010,2017,2011,1,52833.73630663469
2016,110,219,medium,35,11,2010,2017,2011,1,53657.13252031187
2017,110,219,medium,36,12,2010,2017,2011,1,54609.293023411396
2010,110,220,low,32,7,2010,2017,2011,0,38728.251981276415
2011,110,220,low,33,8,2010,2017,2011,1,46749.14147981404
2012,110,220,low,34,9,2010,2017,2011,1,47602.214760396484
2013,110,220,low,35,10,2010,2017,2011,1,48437.72633746313
2014,110,220,low,36,11,2010,2017,2011,1,49647.573586807266
2015,110,220,low,37,12,2010,2017,2011,1,50241.62646300598
2016,110,220,low,38,13,2010,2017,2011,1,51250.6964223442
2017,110,220,low,39,14,2010,2017,2011,1,52069.719196505124
2009,111,221,medium,48,7,2009,2015,2014,0,48179.70394708799
2010,111,221,medium,49,8,2009,2015,2014,0,48922.56148655311
2011,111,221,medium,50,9,2009,2015,2014,0,50034.03568239356
2012,111,221,medium,51,10,2009,2015,2014,0,51053.615618635886
2013,111,221,medium,52,11,2009,2015,2014,0,51666.04607628993
2014,111,221,medium,53,12,2009,2015,2014,1,59771.69688626813
2015,111,221,medium,54,13,2009,2015,2014,1,60511.81206556043
2009,111,222,low,50,6,2009,2015,2014,0,44750.57911210761
2010,111,222,low,51,7,2009,2015,2014,0,45718.8498986096
2011,111,222,low,52,8,2009,2015,2014,0,46376.629498829156
2012,111,222,low,53,9,2009,2015,2014,0,47147.973391910535
2013,111,222,low,54,10,2009,2015,2014,0,48294.80843874361
2014,111,222,low,55,11,2009,2015,2014,1,56122.44172079441
2015,111,222,low,56,12,2009,2015,2014,1,57050.17911677776
2009,111,223,medium,37,5,2009,2015,2014,0,43766.01549581556
2010,111,223,medium,38,6,2009,2015,2014,0,44611.55071813393
2011,111,223,medium,39,7,2009,2015,2014,0,45716.0348180967
2012,111,223,medium,40,8,2009,2015,2014,0,46531.978999455605
2013,111,223,medium,41,9,2009,2015,2014,0,47255.644296581624
2014,111,223,medium,42,10,2009,2015,2014,1,55368.68752232029
2015,111,223,medium,43,11,2009,2015,2014,1,56248.61685979665
2009,111,224,medium,46,7,2009,2015,2014,0,47417.47010756764
2010,111,224,medium,47,8,2009,2015,2014,0,48511.98132342423
2011,111,224,medium,48,9,2009,2015,2014,0,49188.18268376528
2012,111,224,medium,49,10,2009,2015,2014,0,50133.101350184515
2013,111,224,medium,50,11,2009,2015,2014,0,51126.86480879682
2014,111,224,medium,51,12,2009,2015,2014,1,58957.676295033074
2015,111,224,medium,52,13,2009,2015,2014,1,59711.557684564155
2009,111,225,high,36,3,2009,2015,2014,0,47968.379937299345
2010,111,225,high,37,4,2009,2015,2014,0,48808.56102080348
2011,111,225,high,38,5,2009,2015,2014,0,49835.69962449163
2012,111,225,high,39,6,2009,2015,2014,0,50665.12183439951
2013,111,225,high,40,7,2009,2015,2014,0,51559.45076530474
2014,111,225,high,41,8,2009,2015,2014,1,59345.1748836281
2015,111,225,high,42,9,2009,2015,2014,1,60326.997469208596
2009,111,226,medium,38,6,2009,2015,2014,0,44497.010109401264
2010,111,226,medium,39,7,2009,2015,2014,0,45222.34636554586
2011,111,226,medium,40,8,2009,2015,2014,0,46196.744977691225
2012,111,226,medium,41,9,2009,2015,2014,0,47006.3553948351
2013,111,226,medium,42,10,2009,2015,2014,0,47881.61573589483
2014,111,226,medium,43,11,2009,2015,2014,1,55891.514095501065
2015,111,226,medium,44,12,2009,2015,2014,1,56817.38011648774
2009,111,227,low,46,5,2009,2015,2014,0,43149.38629392326
2010,111,227,low,47,6,2009,2015,2014,0,43804.45396161538
2011,111,227,low,48,7,2009,2015,2014,0,44744.98307323661
2012,111,227,low,49,8,2009,2015,2014,0,45524.992648202904
2013,111,227,low,50,9,2009,2015,2014,0,46611.22400149069
2014,111,227,low,51,10,2009,2015,2014,1,54489.80947793533
2015,111,227,low,52,11,2009,2015,2014,1,55498.83946776914
2009,111,228,low,40,7,2009,2015,2014,0,41461.16221515087
2010,111,228,low,41,8,2009,2015,2014,0,42285.14066688423
2011,111,228,low,42,9,2009,2015,2014,0,43102.99285004113
2012,111,228,low,43,10,2009,2015,2014,0,44070.46684378901
2013,111,228,low,44,11,2009,2015,2014,0,44938.898653786826
2014,111,228,low,45,12,2009,2015,2014,1,52945.339753323795
2015,111,228,low,46,13,2009,2015,2014,1,53832.623148996245
2009,111,229,medium,38,6,2009,2015,2014,0,44370.35845563452
2010,111,229,medium,39,7,2009,2015,2014,0,45153.80062201731
2011,111,229,medium,40,8,2009,2015,2014,0,46333.33873002204
2012,111,229,medium,41,9,2009,2015,2014,0,47158.18739568232
2013,111,229,medium,42,10,2009,2015,2014,0,47968.050992942735
2014,111,229,medium,43,11,2009,2015,2014,1,55954.28733481037
2015,111,229,medium,44,12,2009,2015,2014,1,56807.486130625
2009,111,230,medium,43,4,2009,2015,2014,0,45781.861792621945
2010,111,230,medium,44,5,2009,2015,2014,0,46357.021976819495
2011,111,230,medium,45,6,2009,2015,2014,0,47410.280903348656
2012,111,230,medium,46,7,2009,2015,2014,0,48509.90545154787
2013,111,230,medium,47,8,2009,2015,2014,0,49306.31984034673
2014,111,230,medium,48,9,2009,2015,2014,1,57327.26066683142
2015,111,230,medium,49,10,2009,2015,2014,1,57927.819290683656
2009,111,231,low,41,6,2009,2015,2014,0,41557.21967159385
2010,111,231,low,42,7,2009,2015,2014,0,42451.22244234538
2011,111,231,low,43,8,2009,2015,2014,0,43081.82714646712
2012,111,231,low,44,9,2009,2015,2014,0,44120.44977104669
2013,111,231,low,45,10,2009,2015,2014,0,45039.347089480594
2014,111,231,low,46,11,2009,2015,2014,1,52788.04439712326
2015,111,231,low,47,12,2009,2015,2014,1,53822.53976734795
2009,111,232,low,41,3,2009,2015,2014,0,40787.318314077864
2010,111,232,low,42,4,2009,2015,2014,0,41560.90769404753
2011,111,232,low,43,5,2009,2015,2014,0,42524.2133155674
2012,111,232,low,44,6,2009,2015,2014,0,43424.93702827277
2013,111,232,low,45,7,2009,2015,2014,0,44298.785658886125
2014,111,232,low,46,8,2009,2015,2014,1,52129.48179759746
2015,111,232,low,47,9,2009,2015,2014,1,53165.88139748839
2009,111,233,medium,25,6,2009,2015,2014,0,39691.296623847404
2010,111,233,medium,26,7,2009,2015,2014,0,40750.85881385082
2011,111,233,medium,27,8,2009,2015,2014,0,41788.54863405181
2012,111,233,medium,28,9,2009,2015,2014,0,42505.26267501588
2013,111,233,medium,29,10,2009,2015,2014,0,43377.26787784977
2014,111,233,medium,30,11,2009,2015,2014,1,51422.551613877535
2015,111,233,medium,31,12,2009,2015,2014,1,52266.34317605871
2009,111,234,low,27,7,2009,2015,2014,0,36874.54472820569
2010,111,234,low,28,8,2009,2015,2014,0,37703.84984856952
2011,111,234,low,29,9,2009,2015,2014,0,38361.17075492488
2012,111,234,low,30,10,2009,2015,2014,0,39617.99134104257
2013,111,234,low,31,11,2009,2015,2014,0,40607.002638247825
2014,111,234,low,32,12,2009,2015,2014,1,48428.40410068363
2015,111,234,low,33,13,2009,2015,2014,1,48846.114227493024
2009,111,235,high,24,7,2009,2015,2014,0,44795.10882125056
2010,111,235,high,25,8,2009,2015,2014,0,45603.3254189425
2011,111,235,high,26,9,2009,2015,2014,0,46441.57562463883
2012,111,235,high,27,10,2009,2015,2014,0,47462.27321616383
2013,111,235,high,28,11,2009,2015,2014,0,48335.10527051003
2014,111,235,high,29,12,2009,2015,2014,1,56300.86578042799
2015,111,235,high,30,13,2009,2015,2014,1,57155.658018930546
2009,111,236,medium,27,6,2009,2015,2014,0,40437.9187893111
2010,111,236,medium,28,7,2009,2015,2014,0,41392.3398223257
2011,111,236,medium,29,8,2009,2015,2014,0,42276.2041443675
2012,111,236,medium,30,9,2009,2015,2014,0,43078.351682325556
2013,111,236,medium,31,10,2009,2015,2014,0,44012.83553560461
2014,111,236,medium,32,11,2009,2015,2014,1,52028.89313301148
2015,111,236,medium,33,12,2009,2015,2014,1,53092.37540753073
2009,111,237,low,41,7,2009,2015,2014,0,41646.44429203012
2010,111,237,low,42,8,2009,2015,2014,0,42524.25692252472
2011,111,237,low,43,9,2009,2015,2014,0,43381.87131933272
2012,111,237,low,44,10,2009,2015,2014,0,44403.05364949953
2013,111,237,low,45,11,2009,2015,2014,0,45417.92593346101
2014,111,237,low,46,12,2009,2015,2014,1,53400.26827664086
2015,111,237,low,47,13,2009,2015,2014,1,54128.53993767217
2009,111,238,low,28,4,2009,2015,2014,0,36413.99937426364
2010,111,238,low,29,5,2009,2015,2014,0,37245.65268927465
2011,111,238,low,30,6,2009,2015,2014,0,38162.3433378509
2012,111,238,low,31,7,2009,2015,2014,0,39162.91750910507
2013,111,238,low,32,8,2009,2015,2014,0,39968.51246679369
2014,111,238,low,33,9,2009,2015,2014,1,47883.77175528326
2015,111,238,low,34,10,2009,2015,2014,1,48797.465272524954
2009,111,239,high,42,6,2009,2015,2014,0,50740.917188909254
2010,111,239,high,43,7,2009,2015,2014,0,51692.50207409225
2011,111,239,high,44,8,2009,2015,2014,0,52398.05938712092
2012,111,239,high,45,9,2009,2015,2014,0,53554.88358830185
2013,111,239,high,46,10,2009,2015,2014,0,54635.177183897205
2014,111,239,high,47,11,2009,2015,2014,1,62244.795638483694
2015,111,239,high,48,12,2009,2015,2014,1,63237.38371450017
2009,111,240,medium,38,4,2009,2015,2014,0,43985.15763202462
2010,111,240,medium,39,5,2009,2015,2014,0,44928.02152727175
2011,111,240,medium,40,6,2009,2015,2014,0,45673.56785112598
2012,111,240,medium,41,7,2009,2015,2014,0,46419.66827463113
2013,111,240,medium,42,8,2009,2015,2014,0,47526.72319508487
2014,111,240,medium,43,9,2009,2015,2014,1,55412.862869065444
2015,111,240,medium,44,10,2009,2015,2014,1,56265.4333625324
2012,112,241,medium,54,7,2012,2017,2013,0,51136.648787711565
2013,112,241,medium,55,8,2012,2017,2013,1,59064.368044501774
2014,112,241,medium,56,9,2012,2017,2013,1,59986.176199210386
2015,112,241,medium,57,10,2012,2017,2013,1,60881.98097102399
2016,112,241,medium,58,11,2012,2017,2013,1,61728.231434049885
2017,112,241,medium,59,12,2012,2017,2013,1,62688.427883498596
2012,112,242,high,34,8,2012,2017,2013,0,49371.496915172516
2013,112,242,high,35,9,2012,2017,2013,1,57364.20255015353
2014,112,242,high,36,10,2012,2017,2013,1,58137.25571645235
2015,112,242,high,37,11,2012,2017,2013,1,59107.305819214955
2016,112,242,high,38,12,2012,2017,2013,1,59837.62614178828
2017,112,242,high,39,13,2012,2017,2013,1,60863.00895305428
2012,112,243,high,46,9,2012,2017,2013,0,53906.748872113
2013,112,243,high,47,10,2012,2017,2013,1,61646.626513329196
2014,112,243,high,48,11,2012,2017,2013,1,62617.989952364995
2015,112,243,high,49,12,2012,2017,2013,1,63309.49304500898
2016,112,243,high,50,13,2012,2017,2013,1,64313.1925891468
2017,112,243,high,51,14,2012,2017,2013,1,65239.35254438861
2012,112,244,high,43,10,2012,2017,2013,0,53060.17510507716
2013,112,244,high,44,11,2012,2017,2013,1,60983.34090123927
2014,112,244,high,45,12,2012,2017,2013,1,61844.39444340598
2015,112,244,high,46,13,2012,2017,2013,1,62711.740661711265
2016,112,244,high,47,14,2012,2017,2013,1,63612.08982516512
2017,112,244,high,48,15,2012,2017,2013,1,64621.60457490405
2012,112,245,medium,27,7,2012,2017,2013,0,41721.28198468831
2013,112,245,medium,28,8,2012,2017,2013,1,49566.605440369465
2014,112,245,medium,29,9,2012,2017,2013,1,50629.32994952412
2015,112,245,medium,30,10,2012,2017,2013,1,51594.99750409961
2016,112,245,medium,31,11,2012,2017,2013,1,52175.42575497663
2017,112,245,medium,32,12,2012,2017,2013,1,53252.25100702105
2012,112,246,medium,38,8,2012,2017,2013,0,46108.98896076864
2013,112,246,medium,39,9,2012,2017,2013,1,53728.020554105016
2014,112,246,medium,40,10,2012,2017,2013,1,54611.54426361643
2015,112,246,medium,41,11,2012,2017,2013,1,55494.42660601064
2016,112,246,medium,42,12,2012,2017,2013,1,56449.01815174907
2017,112,246,medium,43,13,2012,2017,2013,1,57375.48991665499
2012,112,247,low,52,9,2012,2017,2013,0,46825.52331258308
2013,112,247,low,53,10,2012,2017,2013,1,54847.351637171116
2014,112,247,low,54,11,2012,2017,2013,1,55523.05021355026
2015,112,247,low,55,12,2012,2017,2013,1,56629.06833833785
2016,112,247,low,56,13,2012,2017,2013,1,57459.73114061779
2017,112,247,low,57,14,2012,2017,2013,1,58483.91775791355
2012,112,248,medium,45,9,2012,2017,2013,0,48334.3619472859
2013,112,248,medium,46,10,2012,2017,2013,1,56348.76826895409
2014,112,248,medium,47,11,2012,2017,2013,1,57396.65442505206
2015,112,248,medium,48,12,2012,2017,2013,1,58132.36668485557
2016,112,248,medium,49,13,2012,2017,2013,1,58909.506422258215
2017,112,248,medium,50,14,2012,2017,2013,1,60025.7533153129
2012,112,249,medium,41,6,2012,2017,2013,0,46291.347100690735
2013,112,249,medium,42,7,2012,2017,2013,1,54231.41145639271
2014,112,249,medium,43,8,2012,2017,2013,1,55077.01304135374
2015,112,249,medium,44,9,2012,2017,2013,1,56247.439674448004
2016,112,249,medium,45,10,2012,2017,2013,1,56794.19272641465
2017,112,249,medium,46,11,2012,2017,2013,1,58133.349561189425
2012,112,250,medium,35,6,2012,2017,2013,0,44210.936346924864
2013,112,250,medium,36,7,2012,2017,2013,1,52168.34465762181
2014,112,250,medium,37,8,2012,2017,2013,1,52992.520358239555
2015,112,250,medium,38,9,2012,2017,2013,1,53888.33664401445
2016,112,250,medium,39,10,2012,2017,2013,1,54771.51700965674
2017,112,250,medium,40,11,2012,2017,2013,1,55810.12579620436
2012,112,251,high,33,7,2012,2017,2013,0,48658.920030637295
2013,112,251,high,34,8,2012,2017,2013,1,56736.41085442427
2014,112,251,high,35,9,2012,2017,2013,1,57381.55072649482
2015,112,251,high,36,10,2012,2017,2013,1,58527.35287711418
2016,112,251,high,37,11,2012,2017,2013,1,59484.91426059322
2017,112,251,high,38,12,2012,2017,2013,1,60172.548089269265
2012,112,252,low,28,6,2012,2017,2013,0,37867.87426017188
2013,112,252,low,29,7,2012,2017,2013,1,45705.138541062435
2014,112,252,low,30,8,2012,2017,2013,1,46759.842645535784
2015,112,252,low,31,9,2012,2017,2013,1,47414.47936176889
2016,112,252,low,32,10,2012,2017,2013,1,48681.598590372276
2017,112,252,low,33,11,2012,2017,2013,1,49060.92178456748
2012,112,253,medium,35,7,2012,2017,2013,0,44467.049619936384
2013,112,253,medium,36,8,2012,2017,2013,1,52230.14302893771
